INFO 2025-08-07 18:04:07,424 autoreload Watching for file changes with StatReloader
INFO 2025-08-07 18:09:49,015 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:09:49,021 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:09:49,023 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:09:49,032 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:09:49,034 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:09:49,036 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:09:49,037 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:09:49,038 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:09:49,041 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:09:49,056 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:09:49,182 log Not Found: /favicon.ico
WARNING 2025-08-07 18:09:49,182 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:10:09,973 basehttp "GET / HTTP/1.1" 200 30098
INFO 2025-08-07 18:10:10,713 basehttp "GET /add/ HTTP/1.1" 200 5644
INFO 2025-08-07 18:10:11,710 basehttp "GET / HTTP/1.1" 200 30098
INFO 2025-08-07 18:10:12,757 basehttp "GET / HTTP/1.1" 200 30098
INFO 2025-08-07 18:10:14,532 basehttp "GET /add/ HTTP/1.1" 200 5644
INFO 2025-08-07 18:10:31,667 basehttp "GET /edit/2/ HTTP/1.1" 200 6256
INFO 2025-08-07 18:10:37,135 basehttp "GET /edit/1/ HTTP/1.1" 200 6270
INFO 2025-08-07 18:11:07,091 basehttp "GET /edit/1/ HTTP/1.1" 200 6270
INFO 2025-08-07 18:11:32,146 basehttp "GET /edit/1/ HTTP/1.1" 200 6270
INFO 2025-08-07 18:11:38,802 basehttp "POST /edit/1/ HTTP/1.1" 302 0
INFO 2025-08-07 18:11:38,834 basehttp "GET / HTTP/1.1" 200 30389
INFO 2025-08-07 18:11:41,842 basehttp "GET / HTTP/1.1" 200 30095
INFO 2025-08-07 18:11:41,852 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:11:41,857 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:11:41,866 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:11:41,867 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:11:41,868 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:11:41,869 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:11:41,874 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:11:41,875 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:11:41,879 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:11:41,880 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:11:41,882 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:11:41,887 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:11:41,887 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:11:41,902 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:11:42,102 log Not Found: /favicon.ico
WARNING 2025-08-07 18:11:42,103 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:11:42,577 basehttp "GET / HTTP/1.1" 200 30095
INFO 2025-08-07 18:11:42,592 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:11:42,597 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:11:42,606 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:11:42,607 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:11:42,608 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:11:42,610 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:11:42,615 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:11:42,617 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:11:42,621 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:11:42,626 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:11:42,627 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:11:42,629 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:11:42,630 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:11:42,644 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:11:42,836 log Not Found: /favicon.ico
WARNING 2025-08-07 18:11:42,837 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:11:45,144 basehttp "GET /edit/1/ HTTP/1.1" 200 6270
INFO 2025-08-07 18:11:51,187 basehttp "POST /edit/1/ HTTP/1.1" 200 6884
INFO 2025-08-07 18:11:56,267 basehttp "POST /edit/1/ HTTP/1.1" 302 0
INFO 2025-08-07 18:11:56,297 basehttp "GET / HTTP/1.1" 200 30387
INFO 2025-08-07 18:11:59,000 basehttp "GET /add/ HTTP/1.1" 200 5644
INFO 2025-08-07 18:12:06,257 basehttp "POST /add/ HTTP/1.1" 200 7520
INFO 2025-08-07 18:12:28,478 basehttp "POST /add/ HTTP/1.1" 200 5994
INFO 2025-08-07 18:12:30,274 basehttp "POST /add/ HTTP/1.1" 200 5994
INFO 2025-08-07 18:12:32,968 basehttp "POST /add/ HTTP/1.1" 200 5994
INFO 2025-08-07 18:12:47,975 basehttp - Broken pipe from ('127.0.0.1', 58994)
INFO 2025-08-07 18:12:47,980 basehttp "POST /add/ HTTP/1.1" 200 5994
INFO 2025-08-07 18:12:54,123 basehttp "POST /add/ HTTP/1.1" 302 0
INFO 2025-08-07 18:12:54,145 basehttp "GET / HTTP/1.1" 200 32350
INFO 2025-08-07 18:12:54,154 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:13:05,010 basehttp "GET / HTTP/1.1" 200 32058
INFO 2025-08-07 18:13:05,025 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:13:05,026 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:13:05,030 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:13:05,035 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:13:05,041 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:13:05,041 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:13:05,043 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:13:05,044 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:13:05,046 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:13:05,050 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:13:05,052 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:13:05,059 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:13:05,060 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:13:05,061 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:13:05,076 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:13:05,239 log Not Found: /favicon.ico
WARNING 2025-08-07 18:13:05,239 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:14:09,565 basehttp "GET /add/ HTTP/1.1" 200 5644
INFO 2025-08-07 18:15:55,009 basehttp "GET /logout/ HTTP/1.1" 302 0
INFO 2025-08-07 18:15:55,018 basehttp "GET /login/ HTTP/1.1" 200 3370
INFO 2025-08-07 18:15:57,797 basehttp "GET /register/ HTTP/1.1" 200 4381
INFO 2025-08-07 18:16:11,602 basehttp "POST /register/ HTTP/1.1" 200 5397
INFO 2025-08-07 18:16:15,269 basehttp "POST /register/ HTTP/1.1" 200 5188
INFO 2025-08-07 18:16:28,213 basehttp "POST /register/ HTTP/1.1" 302 0
INFO 2025-08-07 18:16:28,224 basehttp "GET / HTTP/1.1" 200 26098
INFO 2025-08-07 18:16:30,711 basehttp "POST /like/1/ HTTP/1.1" 200 49
INFO 2025-08-07 18:16:31,932 basehttp "POST /like/2/ HTTP/1.1" 200 49
INFO 2025-08-07 18:16:34,255 basehttp "POST /like/1/ HTTP/1.1" 200 50
INFO 2025-08-07 18:16:34,855 basehttp "POST /like/1/ HTTP/1.1" 200 49
INFO 2025-08-07 18:16:35,291 basehttp "GET / HTTP/1.1" 200 25794
INFO 2025-08-07 18:16:35,308 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:35,308 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:35,312 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:35,312 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:35,314 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:16:35,315 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:35,320 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:35,322 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:35,330 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:35,335 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:35,337 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:35,338 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:35,340 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:35,341 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:35,356 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:35,660 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:35,660 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:16:35,889 basehttp "GET / HTTP/1.1" 200 25794
INFO 2025-08-07 18:16:35,905 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:35,909 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:35,910 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:35,912 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:35,913 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:16:35,916 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:35,922 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:35,930 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:35,931 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:35,934 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:35,937 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:35,941 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:35,942 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:35,946 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:35,962 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:36,196 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:36,197 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:16:36,339 basehttp "POST /like/1/ HTTP/1.1" 200 50
INFO 2025-08-07 18:16:36,737 basehttp "GET / HTTP/1.1" 200 25802
INFO 2025-08-07 18:16:36,751 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:36,754 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:36,754 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:36,757 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:36,766 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:36,767 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:16:36,768 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:36,768 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:36,776 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:36,777 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:36,781 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:36,783 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:36,785 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:36,786 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:36,799 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:37,008 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:37,008 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:16:37,303 basehttp "GET / HTTP/1.1" 200 25802
INFO 2025-08-07 18:16:37,320 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:37,320 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:37,324 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:37,327 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:37,333 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:16:37,334 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:37,335 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:37,336 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:37,342 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:37,347 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:37,348 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:37,349 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:37,352 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:37,353 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:37,366 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:37,575 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:37,575 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:16:37,804 basehttp "POST /like/1/ HTTP/1.1" 200 49
INFO 2025-08-07 18:16:38,396 basehttp "GET / HTTP/1.1" 200 25794
INFO 2025-08-07 18:16:38,414 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:38,414 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:38,419 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:38,422 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:38,426 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
INFO 2025-08-07 18:16:38,427 basehttp "GET /media/images/vacation_images/paris.jpg HTTP/1.1" 200 321594
INFO 2025-08-07 18:16:38,430 basehttp "GET /media/images/vacation_images/rio.jpg HTTP/1.1" 200 101606
INFO 2025-08-07 18:16:38,432 basehttp "GET /media/images/vacation_images/berlin.jpg HTTP/1.1" 200 221768
INFO 2025-08-07 18:16:38,436 basehttp "GET /media/images/vacation_images/sydney.jpg HTTP/1.1" 200 71862
INFO 2025-08-07 18:16:38,441 basehttp "GET /media/images/vacation_images/losangeles.jpg HTTP/1.1" 200 9832
INFO 2025-08-07 18:16:38,444 basehttp "GET /media/images/vacation_images/tokyo.jpg HTTP/1.1" 200 569660
INFO 2025-08-07 18:16:38,446 basehttp "GET /media/images/vacation_images/nyc.jpg HTTP/1.1" 200 393340
INFO 2025-08-07 18:16:38,447 basehttp "GET /media/images/vacation_images/medellin.jpg HTTP/1.1" 200 647559
INFO 2025-08-07 18:16:38,447 basehttp "GET /media/images/vacation_images/buenosaires.jpg HTTP/1.1" 200 625274
INFO 2025-08-07 18:16:38,461 basehttp "GET /media/images/vacation_images/rome.jpg HTTP/1.1" 200 13448632
WARNING 2025-08-07 18:16:38,747 log Not Found: /favicon.ico
WARNING 2025-08-07 18:16:38,747 basehttp "GET /favicon.ico HTTP/1.1" 404 4788
INFO 2025-08-07 18:16:38,837 basehttp "GET / HTTP/1.1" 200 25794
INFO 2025-08-07 18:16:38,854 basehttp "GET /media/images/vacation_images/default.jpg HTTP/1.1" 200 11
INFO 2025-08-07 18:16:38,854 basehttp "GET /static/css/style.css HTTP/1.1" 200 2429
INFO 2025-08-07 18:16:38,856 basehttp "GET /static/js/script.js HTTP/1.1" 200 4911
INFO 2025-08-07 18:16:38,858 basehttp "GET /media/images/vacation_images/madrid.jpg HTTP/1.1" 200 152848
INFO 2025-08-07 18:16:38,859 basehttp "GET /media/images/vacation_images/telaviv.jpg HTTP/1.1" 200 245534
